year,subject,exam_format,chapter,topic,question_text,options,correct_option,marks,verification_status,source_url
2018,Mathematics,annual,Matrices,Symmetric and Skew-Symmetric Matrices,Briefly explain the concept of Symmetric and Skew-Symmetric Matrices and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Matrices,Inverse using Adjoint,Derive the mathematical relationship for Inverse using Adjoint or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Determinants,Properties of Determinants,State the primary definition or significance of Properties of Determinants.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Determinants,Area of Triangle,Briefly explain the concept of Area of Triangle and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Determinants,System of Linear Equations,Use the matrix method to solve the given system of three linear equations.,[],N/A,5,verified,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Continuity and Differentiability,Continuity,State the primary definition or significance of Continuity.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Continuity and Differentiability,Chain Rule,Briefly explain the concept of Chain Rule and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Continuity and Differentiability,Logarithmic Differentiation,Derive the mathematical relationship for Logarithmic Differentiation or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Application of Derivatives,Rate of Change,State the primary definition or significance of Rate of Change.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Application of Derivatives,Increasing and Decreasing Functions,Briefly explain the concept of Increasing and Decreasing Functions and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Application of Derivatives,Maxima and Minima,Derive the mathematical relationship for Maxima and Minima or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Integrals,Integration by Substitution,State the primary definition or significance of Integration by Substitution.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Integrals,Partial Fractions,Briefly explain the concept of Partial Fractions and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Integrals,Integration by Parts,Derive the mathematical relationship for Integration by Parts or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Integrals,Properties of Definite Integrals,"Provide a comprehensive analysis of Properties of Definite Integrals. Include necessary derivations, diagrams, and discuss a specific case study or numerical application.",[],N/A,4,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Application of Integrals,Area under Simple Curves,Briefly explain the concept of Area under Simple Curves and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Application of Integrals,Area between Two Curves,Briefly explain the concept of Area between Two Curves and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Differential Equations,Order and Degree,State the primary definition or significance of Order and Degree.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Differential Equations,Variable Separable,Briefly explain the concept of Variable Separable and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Differential Equations,Linear Differential Equations,Derive the mathematical relationship for Linear Differential Equations or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Vector Algebra,Addition of Vectors,State the primary definition or significance of Addition of Vectors.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Vector Algebra,Dot Product,Briefly explain the concept of Dot Product and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Vector Algebra,Cross Product,Derive the mathematical relationship for Cross Product or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Three Dimensional Geometry,Direction Cosines,State the primary definition or significance of Direction Cosines.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Three Dimensional Geometry,Equation of Line,Briefly explain the concept of Equation of Line and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Three Dimensional Geometry,Shortest Distance between lines,Derive the mathematical relationship for Shortest Distance between lines or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Linear Programming,Graphical Method of Solution,Derive the mathematical relationship for Graphical Method of Solution or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Linear Programming,Bounded and Unbounded Regions,Briefly explain the concept of Bounded and Unbounded Regions and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Probability,Conditional Probability,State the primary definition or significance of Conditional Probability.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Probability,Multiplication Theorem,Briefly explain the concept of Multiplication Theorem and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2018/mathematics
2018,Mathematics,annual,Probability,Bayes' Theorem,Derive the mathematical relationship for Bayes' Theorem or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2018/mathematics
2019,Physics,annual,Electric Charges and Fields,Coulomb's Law,State the primary definition or significance of Coulomb's Law.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Electric Charges and Fields,Electric Field Lines,Briefly explain the concept of Electric Field Lines and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Electric Charges and Fields,Gauss's Law,Derive the mathematical relationship for Gauss's Law or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Electrostatic Potential and Capacitance,Equipotential Surfaces,State the primary definition or significance of Equipotential Surfaces.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Electrostatic Potential and Capacitance,Capacitors in Series and Parallel,Briefly explain the concept of Capacitors in Series and Parallel and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Electrostatic Potential and Capacitance,Energy stored in Capacitor,Derive the mathematical relationship for Energy stored in Capacitor or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Current Electricity,Ohm's Law,State the primary definition or significance of Ohm's Law.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Current Electricity,Kirchhoff's Laws,Briefly explain the concept of Kirchhoff's Laws and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Current Electricity,Wheatstone Bridge,Derive the mathematical relationship for Wheatstone Bridge or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Current Electricity,Ohm's Law,"Provide a comprehensive analysis of Ohm's Law. Include necessary derivations, diagrams, and discuss a specific case study or numerical application.",[],N/A,4,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Moving Charges and Magnetism,Biot-Savart Law,State the primary definition or significance of Biot-Savart Law.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Moving Charges and Magnetism,Ampere's Circuital Law,Briefly explain the concept of Ampere's Circuital Law and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Moving Charges and Magnetism,Force between parallel currents,Derive the mathematical relationship for Force between parallel currents or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Magnetism and Matter,Earth's Magnetism,Derive the mathematical relationship for Earth's Magnetism or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Magnetism and Matter,Magnetic Properties of Materials,Derive the mathematical relationship for Magnetic Properties of Materials or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Electromagnetic Induction,Faraday's Laws,Briefly explain the concept of Faraday's Laws and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Electromagnetic Induction,Lenz's Law,Briefly explain the concept of Lenz's Law and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Alternating Current,LCR Circuit,State the primary definition or significance of LCR Circuit.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Alternating Current,Resonance,Briefly explain the concept of Resonance and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Alternating Current,AC Generator and Transformer,Derive the mathematical relationship for AC Generator and Transformer or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Electromagnetic Waves,Electromagnetic Spectrum,Derive the mathematical relationship for Electromagnetic Spectrum or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Electromagnetic Waves,Displacement Current,Derive the mathematical relationship for Displacement Current or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Ray Optics and Optical Instruments,Total Internal Reflection,State the primary definition or significance of Total Internal Reflection.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Ray Optics and Optical Instruments,Lens Maker's Formula,Briefly explain the concept of Lens Maker's Formula and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Ray Optics and Optical Instruments,Prism,Derive the mathematical relationship for Prism or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Ray Optics and Optical Instruments,Microscope and Telescope,"Provide a comprehensive analysis of Microscope and Telescope. Include necessary derivations, diagrams, and discuss a specific case study or numerical application.",[],N/A,4,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Wave Optics,Huygens Principle,State the primary definition or significance of Huygens Principle.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Wave Optics,Young's Double Slit Experiment,Briefly explain the concept of Young's Double Slit Experiment and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Wave Optics,Diffraction,Derive the mathematical relationship for Diffraction or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Dual Nature of Radiation and Matter,Photoelectric Effect,State the primary definition or significance of Photoelectric Effect.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Dual Nature of Radiation and Matter,Einstein's Photoelectric Equation,Briefly explain the concept of Einstein's Photoelectric Equation and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Dual Nature of Radiation and Matter,De Broglie Wavelength,Derive the mathematical relationship for De Broglie Wavelength or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Atoms,Rutherford's Model,Derive the mathematical relationship for Rutherford's Model or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Atoms,Bohr Model,Briefly explain the concept of Bohr Model and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Nuclei,Mass Defect and Binding Energy,Derive the mathematical relationship for Mass Defect and Binding Energy or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,Nuclei,Nuclear Fission and Fusion,Briefly explain the concept of Nuclear Fission and Fusion and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,"Semiconductor Electronics: Materials, Devices and Simple Circuits",p-n Junction Diode,State the primary definition or significance of p-n Junction Diode.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,"Semiconductor Electronics: Materials, Devices and Simple Circuits",Rectifier,Briefly explain the concept of Rectifier and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Physics,annual,"Semiconductor Electronics: Materials, Devices and Simple Circuits",p-n Junction Diode,Derive the mathematical relationship for p-n Junction Diode or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/physics
2019,Chemistry,annual,Solutions,Henry's Law,State the primary definition or significance of Henry's Law.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,Solutions,Raoult's Law,Briefly explain the concept of Raoult's Law and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,Solutions,Colligative Properties,Derive the mathematical relationship for Colligative Properties or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,Electrochemistry,Nernst Equation,State the primary definition or significance of Nernst Equation.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,Electrochemistry,Kohlrausch's Law,Briefly explain the concept of Kohlrausch's Law and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,Electrochemistry,Faraday's Laws of Electrolysis,Derive the mathematical relationship for Faraday's Laws of Electrolysis or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,Chemical Kinetics,Rate of Reaction,State the primary definition or significance of Rate of Reaction.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,Chemical Kinetics,Order and Molecularity,Briefly explain the concept of Order and Molecularity and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,Chemical Kinetics,Integrated Rate Equations,Derive the mathematical relationship for Integrated Rate Equations or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,The d- and f-Block Elements,Properties of Transition Elements,State the primary definition or significance of Properties of Transition Elements.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,The d- and f-Block Elements,Lanthanoid Contraction,Briefly explain the concept of Lanthanoid Contraction and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,The d- and f-Block Elements,KMnO4 and K2Cr2O7,Derive the mathematical relationship for KMnO4 and K2Cr2O7 or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,Coordination Compounds,Nomenclature,Derive the mathematical relationship for Nomenclature or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,Coordination Compounds,Isomerism,Briefly explain the concept of Isomerism and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,Haloalkanes and Haloarenes,SN1 and SN2 Reactions,Briefly explain the concept of SN1 and SN2 Reactions and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,Haloalkanes and Haloarenes,Optical Isomerism,Briefly explain the concept of Optical Isomerism and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,"Alcohols, Phenols and Ethers",Preparation Methods,State the primary definition or significance of Preparation Methods.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,"Alcohols, Phenols and Ethers",Acidic Nature of Phenols,Briefly explain the concept of Acidic Nature of Phenols and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,"Alcohols, Phenols and Ethers",Reimer-Tiemann Reaction,Derive the mathematical relationship for Reimer-Tiemann Reaction or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,"Aldehydes, Ketones and Carboxylic Acids",Nucleophilic Addition,State the primary definition or significance of Nucleophilic Addition.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,"Aldehydes, Ketones and Carboxylic Acids",Aldol Condensation,Briefly explain the concept of Aldol Condensation and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,"Aldehydes, Ketones and Carboxylic Acids",Cannizzaro Reaction,Derive the mathematical relationship for Cannizzaro Reaction or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,Amines,Preparation of Amines,Briefly explain the concept of Preparation of Amines and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,Amines,Basic Character of Amines,Derive the mathematical relationship for Basic Character of Amines or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,Biomolecules,Structure of Glucose,Derive the mathematical relationship for Structure of Glucose or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Chemistry,annual,Biomolecules,Proteins and Amino Acids,Briefly explain the concept of Proteins and Amino Acids and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/chemistry
2019,Mathematics,annual,Relations and Functions,Types of Relations,Briefly explain the concept of Types of Relations and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Relations and Functions,One-one and Onto Functions,Derive the mathematical relationship for One-one and Onto Functions or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Inverse Trigonometric Functions,Principal Value Branches,Derive the mathematical relationship for Principal Value Branches or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Inverse Trigonometric Functions,Properties of Inverse Trig Functions,Briefly explain the concept of Properties of Inverse Trig Functions and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Matrices,Matrix Operations,State the primary definition or significance of Matrix Operations.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Matrices,Symmetric and Skew-Symmetric Matrices,Briefly explain the concept of Symmetric and Skew-Symmetric Matrices and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Matrices,Inverse using Adjoint,Derive the mathematical relationship for Inverse using Adjoint or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Determinants,Properties of Determinants,State the primary definition or significance of Properties of Determinants.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Determinants,Area of Triangle,Briefly explain the concept of Area of Triangle and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Determinants,System of Linear Equations,Derive the mathematical relationship for System of Linear Equations or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Continuity and Differentiability,Continuity,State the primary definition or significance of Continuity.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Continuity and Differentiability,Chain Rule,Briefly explain the concept of Chain Rule and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Continuity and Differentiability,Logarithmic Differentiation,Derive the mathematical relationship for Logarithmic Differentiation or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Application of Derivatives,Rate of Change,State the primary definition or significance of Rate of Change.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Application of Derivatives,Increasing and Decreasing Functions,Briefly explain the concept of Increasing and Decreasing Functions and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Application of Derivatives,Maxima and Minima,Derive the mathematical relationship for Maxima and Minima or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Integrals,Integration by Substitution,State the primary definition or significance of Integration by Substitution.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Integrals,Partial Fractions,Briefly explain the concept of Partial Fractions and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Integrals,Integration by Parts,Derive the mathematical relationship for Integration by Parts or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Integrals,Properties of Definite Integrals,"Provide a comprehensive analysis of Properties of Definite Integrals. Include necessary derivations, diagrams, and discuss a specific case study or numerical application.",[],N/A,4,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Application of Integrals,Area under Simple Curves,Briefly explain the concept of Area under Simple Curves and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Application of Integrals,Area between Two Curves,Briefly explain the concept of Area between Two Curves and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Differential Equations,Order and Degree,State the primary definition or significance of Order and Degree.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Differential Equations,Variable Separable,Briefly explain the concept of Variable Separable and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Differential Equations,Linear Differential Equations,Derive the mathematical relationship for Linear Differential Equations or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Vector Algebra,Addition of Vectors,State the primary definition or significance of Addition of Vectors.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Vector Algebra,Dot Product,Briefly explain the concept of Dot Product and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Vector Algebra,Cross Product,Derive the mathematical relationship for Cross Product or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Three Dimensional Geometry,Direction Cosines,State the primary definition or significance of Direction Cosines.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Three Dimensional Geometry,Equation of Line,Briefly explain the concept of Equation of Line and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Three Dimensional Geometry,Shortest Distance between lines,Derive the mathematical relationship for Shortest Distance between lines or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Linear Programming,Graphical Method of Solution,Derive the mathematical relationship for Graphical Method of Solution or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Linear Programming,Bounded and Unbounded Regions,Briefly explain the concept of Bounded and Unbounded Regions and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Probability,Conditional Probability,State the primary definition or significance of Conditional Probability.,[],N/A,1,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Probability,Multiplication Theorem,Briefly explain the concept of Multiplication Theorem and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2019/mathematics
2019,Mathematics,annual,Probability,Bayes' Theorem,"A factory has three machines A, B, and C producing items. Given their respective defect rates, find the probability that a randomly chosen defective item was produced by machine B.",[],N/A,4,verified,https://cbse.gov.in/pyq/2019/mathematics
2020,Physics,annual,Electric Charges and Fields,Coulomb's Law,Which of the following statements most accurately describes the core principle of Coulomb's Law?,"[""Increases linearly with Coulomb's Law"", ""Inversely proportional"", ""Remains constant"", ""Cannot be determined""]",Increases linearly with Coulomb's Law,1,estimated,https://cbse.gov.in/pyq/2020/physics
2020,Physics,annual,Electric Charges and Fields,Electric Field Lines,Briefly explain the concept of Electric Field Lines and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2020/physics
2020,Physics,annual,Electric Charges and Fields,Gauss's Law,Derive the mathematical relationship for Gauss's Law or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2020/physics
2020,Physics,annual,Electrostatic Potential and Capacitance,Equipotential Surfaces,Which of the following statements most accurately describes the core principle of Equipotential Surfaces?,"[""Increases linearly with Equipotential Surfaces"", ""Inversely proportional"", ""Remains constant"", ""Cannot be determined""]",Increases linearly with Equipotential Surfaces,1,estimated,https://cbse.gov.in/pyq/2020/physics
2020,Physics,annual,Electrostatic Potential and Capacitance,Capacitors in Series and Parallel,Briefly explain the concept of Capacitors in Series and Parallel and provide one standard example or application.,[],N/A,2,estimated,https://cbse.gov.in/pyq/2020/physics
2020,Physics,annual,Electrostatic Potential and Capacitance,Energy stored in Capacitor,Derive the mathematical relationship for Energy stored in Capacitor or explain its step-by-step mechanism as outlined in the NCERT text.,[],N/A,3,estimated,https://cbse.gov.in/pyq/2020/physics
